"","sku","unitcost","quantity","date","PO.no"
"3818","834",0.96,3002,"2016-01-31",20206
"3819","835",9.44,2563,"2016-01-31",22625
"3820","836",5.72,2725,"2016-01-31",1483
"3821","837",5.78,2154,"2016-01-31",23969
"3822","838",4.28,2094,"2016-01-31",8275
"3823","839",10.23,3272,"2016-01-31",23897
"3824","84",1.24,2942,"2016-01-31",15767
"3825","840",12.06,1751,"2016-01-31",22223
"3826","841",8.7,2243,"2016-01-31",3644
"3827","842",3.98,2432,"2016-01-31",19843
"3828","843",0.2,3424,"2016-01-31",10647
"3829","844",9.02,3191,"2016-01-31",23283
"3830","845",7.57,2440,"2016-01-31",139
"3831","846",6.53,3981,"2016-01-31",14790
"3832","847",9.29,3500,"2016-01-31",6811
"3833","848",2.38,3230,"2016-01-31",15435
"3834","849",3.38,2898,"2016-01-31",5965
"3835","85",0.13,2111,"2016-01-31",12390
"3836","850",5.62,2044,"2016-01-31",10368
"3837","851",9.53,2773,"2016-01-31",23090
"3838","852",7.47,3109,"2016-01-31",17408
"3839","853",3.15,2242,"2016-01-31",10021
"3840","854",4.56,2076,"2016-01-31",21767
"3841","855",7.91,2515,"2016-01-31",22934
"3842","856",7.55,3377,"2016-01-31",16606
"3843","857",3.55,2709,"2016-01-31",8796
"3844","858",3.21,3816,"2016-01-31",9744
"3845","859",5.1,2062,"2016-01-31",12518
"3846","86",7.08,2750,"2016-01-31",2605
"3847","860",4.19,3283,"2016-01-31",12315
"3848","861",6.64,3015,"2016-01-31",245
"3849","862",8.35,3629,"2016-01-31",58
"3850","863",8.97,3890,"2016-01-31",18575
"3851","864",11.17,2092,"2016-01-31",2048
"3852","865",5.89,2021,"2016-01-31",8215
"3853","866",6.75,2825,"2016-01-31",22752
"3854","867",4.4,3517,"2016-01-31",23397
"3855","868",3.36,3647,"2016-01-31",12443
"3856","869",3.16,2919,"2016-01-31",10284
"3857","87",8.81,2676,"2016-01-31",15130
"3858","870",10.76,2606,"2016-01-31",10854
"3859","871",13.08,2812,"2016-01-31",18233
"3860","872",4.95,2181,"2016-01-31",21529
"3861","873",7.87,1912,"2016-01-31",11025
"3862","874",9.42,3057,"2016-01-31",1295
"3863","875",2.46,3117,"2016-01-31",18648
"3864","876",8.72,2708,"2016-01-31",20975
"3865","877",5.57,1977,"2016-01-31",11054
"3866","878",8.74,3078,"2016-01-31",4723
"3867","879",7.25,2455,"2016-01-31",6861
"3868","88",4.32,2422,"2016-01-31",12085
"3869","880",11.29,2676,"2016-01-31",21802
"3870","881",5.31,2734,"2016-01-31",22191
"3871","882",7.04,2002,"2016-01-31",7563
"3872","883",10.5,2491,"2016-01-31",19957
"3873","884",8.8,1984,"2016-01-31",14790
"3874","885",5.11,2574,"2016-01-31",23157
"3875","886",6.72,3279,"2016-01-31",1648
"3876","887",4.45,3054,"2016-01-31",22891
"3877","888",5.91,3263,"2016-01-31",20077
"3878","889",9.71,3756,"2016-01-31",4140
"3879","89",7.4,2867,"2016-01-31",17525
"3880","890",4.21,2561,"2016-01-31",17745
"3881","891",2.1,3674,"2016-01-31",17982
"3882","892",4.11,2818,"2016-01-31",4378
"3883","893",6.52,3009,"2016-01-31",5823
"3884","894",6.22,2110,"2016-01-31",1085
"3885","895",9.35,2001,"2016-01-31",1426
"3886","896",5.17,2007,"2016-01-31",4316
"3887","897",8.57,2610,"2016-01-31",15466
"3888","898",7.7,2611,"2016-01-31",19065
"3889","899",3.98,3910,"2016-01-31",1302
"3890","9",8.73,2757,"2016-01-31",17496
"3891","90",3.99,2739,"2016-01-31",11257
"3892","900",8.02,3109,"2016-01-31",6631
"3893","901",7.26,3370,"2016-01-31",2002
"3894","902",5.38,3009,"2016-01-31",22755
"3895","903",8.41,3378,"2016-01-31",6751
"3896","904",4.04,2285,"2016-01-31",11188
"3897","905",4.39,2986,"2016-01-31",15148
"3898","906",7.55,3432,"2016-01-31",23202
"3899","907",2.24,3015,"2016-01-31",2290
"3900","908",5.21,3397,"2016-01-31",19827
"3901","909",4.28,2503,"2016-01-31",17892
"3902","91",2.48,2775,"2016-01-31",4923
"3903","910",4.99,2934,"2016-01-31",6545
"3904","911",5.73,2199,"2016-01-31",22404
"3905","912",5.79,2582,"2016-01-31",21550
"3906","913",3.18,2669,"2016-01-31",6687
"3907","914",4.94,3067,"2016-01-31",16117
"3908","915",4.4,3377,"2016-01-31",6276
"3909","916",4.45,3394,"2016-01-31",17003
"3910","917",6.12,2560,"2016-01-31",16507
"3911","918",3.76,3504,"2016-01-31",7689
"3912","919",2.48,3238,"2016-01-31",11229
"3913","92",9.16,2787,"2016-01-31",19624
"3914","920",4.04,3232,"2016-01-31",3455
"3915","921",7.31,2827,"2016-01-31",16724
"3916","922",4.58,2150,"2016-01-31",4918
"3917","923",4.3,2063,"2016-01-31",23980
"3918","924",7.31,2681,"2016-01-31",452
"3919","925",9.79,2135,"2016-01-31",4197
"3920","926",8.13,3113,"2016-01-31",3954
"3921","927",2.37,1884,"2016-01-31",14506
"3922","928",4.63,3140,"2016-01-31",16629
"3923","929",1.7,3008,"2016-01-31",12218
"3924","93",5.11,2888,"2016-01-31",21237
"3925","930",5.95,3309,"2016-01-31",21728
"3926","931",10.91,2446,"2016-01-31",7518
"3927","932",0.07,3371,"2016-01-31",2021
"3928","933",4.94,2685,"2016-01-31",23132
"3929","934",0.9,3314,"2016-01-31",22199
"3930","935",5.34,2924,"2016-01-31",23113
"3931","936",3.53,2508,"2016-01-31",20977
"3932","937",5.8,3000,"2016-01-31",4112
"3933","938",5.68,2000,"2016-01-31",3253
"3934","939",5.74,3752,"2016-01-31",5499
"3935","94",5.33,3813,"2016-01-31",21058
"3936","940",2.64,2198,"2016-01-31",2686
"3937","941",10.7,2651,"2016-01-31",19438
"3938","942",11.07,3775,"2016-01-31",15200
"3939","943",10.47,3064,"2016-01-31",14611
"3940","944",3.08,3498,"2016-01-31",45
"3941","945",5.55,3836,"2016-01-31",16286
"3942","946",6.04,3574,"2016-01-31",22826
"3943","947",5.64,2355,"2016-01-31",5601
"3944","948",2.27,2696,"2016-01-31",19937
"3945","949",7.42,2727,"2016-01-31",20390
"3946","95",7.09,2635,"2016-01-31",20761
"3947","950",8.2,2582,"2016-01-31",13108
"3948","951",5.89,2397,"2016-01-31",10070
"3949","952",4.87,1864,"2016-01-31",271
"3950","953",5.47,3302,"2016-01-31",2916
"3951","954",3.68,2889,"2016-01-31",16577
"3952","955",4.85,2369,"2016-01-31",22512
"3953","956",10.22,2656,"2016-01-31",20105
"3954","957",3.9,1954,"2016-01-31",15695
"3955","958",3.2,2801,"2016-01-31",7952
"3956","959",5.05,2579,"2016-01-31",7470
"3957","96",1.74,3404,"2016-01-31",14029
"3958","960",7,3553,"2016-01-31",14509
"3959","961",8.85,3395,"2016-01-31",3956
"3960","962",0.62,3430,"2016-01-31",7383
"3961","963",5.84,2536,"2016-01-31",23058
"3962","964",8.82,3186,"2016-01-31",1219
"3963","965",1.97,3755,"2016-01-31",16242
"3964","966",1.26,2837,"2016-01-31",17021
"3965","967",4.77,2713,"2016-01-31",6500
"3966","968",6.53,2967,"2016-01-31",1684
"3967","969",1.64,3506,"2016-01-31",14216
"3968","97",7.46,3526,"2016-01-31",23865
"3969","970",8.78,1696,"2016-01-31",10470
"3970","971",7.18,3262,"2016-01-31",6167
"3971","972",4.92,2426,"2016-01-31",16382
"3972","973",9.29,3608,"2016-01-31",22562
"3973","974",6.67,3655,"2016-01-31",20983
"3974","975",5.32,3026,"2016-01-31",1618
"3975","976",9.26,1791,"2016-01-31",8606
"3976","977",8.18,3292,"2016-01-31",10734
"3977","978",8.47,3272,"2016-01-31",2095
"3978","979",5.14,2635,"2016-01-31",7770
"3979","98",5.8,3747,"2016-01-31",9294
"3980","980",6.07,3026,"2016-01-31",19176
"3981","981",7.06,2493,"2016-01-31",7947
"3982","982",10.68,2813,"2016-01-31",18469
"3983","983",9.41,2389,"2016-01-31",5324
"3984","984",0.01,2941,"2016-01-31",15559
"3985","985",7.67,1877,"2016-01-31",12759
"3986","986",8.07,2835,"2016-01-31",11169
"3987","987",7.45,2558,"2016-01-31",2918
"3988","988",4.57,2103,"2016-01-31",12890
"3989","989",4.09,2620,"2016-01-31",8996
"3990","99",4.18,2665,"2016-01-31",5089
"3991","990",1.91,3861,"2016-01-31",3144
"3992","991",5.05,2694,"2016-01-31",7800
"3993","992",3.66,2664,"2016-01-31",20579
"3994","993",11.3,2967,"2016-01-31",17833
"3995","994",0.58,3635,"2016-01-31",15587
"3996","995",3.72,3542,"2016-01-31",6544
"3997","996",6.86,2789,"2016-01-31",3184
"3998","997",7.95,3727,"2016-01-31",1014
"3999","998",6.5,3116,"2016-01-31",14071
"4000","999",7.44,2472,"2016-01-31",12377
"4001","1",3.73,976,"2016-03-02",6936
"4002","10",1.88,3256,"2016-03-02",7954
"4003","100",8.07,2210,"2016-03-02",16156
"4004","1000",8.29,2983,"2016-03-02",5916
"4005","1001",5.62,3491,"2016-03-02",2004
"4006","1002",8.78,3406,"2016-03-02",5114
"4007","1003",7.38,3180,"2016-03-02",21073
"4008","1004",12.73,3791,"2016-03-02",21986
"4009","1005",12.62,2624,"2016-03-02",21149
"4010","1006",4.74,2704,"2016-03-02",18518
"4011","1007",11.82,3544,"2016-03-02",23649
"4012","1008",8.24,2967,"2016-03-02",3531
"4013","1009",6.69,3251,"2016-03-02",9453
"4014","101",7.27,3122,"2016-03-02",9698
"4015","1010",7.08,3594,"2016-03-02",18033
"4016","1011",6.7,2518,"2016-03-02",10162
"4017","1012",8.41,3345,"2016-03-02",23431
"4018","1013",2.59,1719,"2016-03-02",6002
"4019","1014",3.38,2980,"2016-03-02",8914
"4020","1015",2.72,2583,"2016-03-02",18959
"4021","1016",1.12,2891,"2016-03-02",22518
"4022","1017",6.35,2684,"2016-03-02",21044
"4023","1018",0.31,3284,"2016-03-02",3109
"4024","1019",4.38,2822,"2016-03-02",18703
"4025","102",6.03,3224,"2016-03-02",15389
"4026","1020",5.14,3124,"2016-03-02",467
"4027","1021",11.37,2797,"2016-03-02",16449
"4028","1022",8.34,2674,"2016-03-02",8801
"4029","1023",7.8,3177,"2016-03-02",7332
"4030","1024",6.88,2401,"2016-03-02",8452
"4031","1025",10.63,2402,"2016-03-02",15178
"4032","1026",9.25,3382,"2016-03-02",22185
"4033","1027",9.23,2398,"2016-03-02",18468
"4034","1028",9.45,2915,"2016-03-02",8795
"4035","1029",9.11,3360,"2016-03-02",8207
"4036","103",6.59,2683,"2016-03-02",14839
"4037","1030",7.17,3682,"2016-03-02",10310
"4038","1031",12.25,3134,"2016-03-02",17362
"4039","1032",7.72,2606,"2016-03-02",21051
"4040","1033",3.83,3842,"2016-03-02",6392
"4041","1034",10.09,2725,"2016-03-02",22868
"4042","1035",5.06,2504,"2016-03-02",11803
"4043","1036",9.35,2991,"2016-03-02",10473
"4044","1037",2.98,3547,"2016-03-02",13905
"4045","1038",4.19,2127,"2016-03-02",3691
"4046","1039",5.36,2657,"2016-03-02",15055
"4047","104",12.14,3090,"2016-03-02",3039
"4048","1040",6.82,2695,"2016-03-02",5011
"4049","1041",7.42,3159,"2016-03-02",12479
"4050","1042",8.65,2806,"2016-03-02",15615
"4051","1043",1.1,3332,"2016-03-02",5440
"4052","1044",1.72,2589,"2016-03-02",17876
"4053","1045",6,3262,"2016-03-02",20901
"4054","1046",2.12,3545,"2016-03-02",12250
"4055","1047",2.32,3035,"2016-03-02",9830
"4056","1048",3.35,2458,"2016-03-02",22442
"4057","1049",6.67,3589,"2016-03-02",15346
"4058","105",6.53,3411,"2016-03-02",11691
"4059","1050",7.39,3470,"2016-03-02",17162
"4060","1051",3.93,2887,"2016-03-02",11238
"4061","1052",6.43,2533,"2016-03-02",17955
"4062","1053",7.12,2440,"2016-03-02",112
"4063","1054",10.69,3131,"2016-03-02",957
"4064","1055",4.99,2652,"2016-03-02",1733
"4065","1056",3.09,2251,"2016-03-02",11481
"4066","1057",2.45,3211,"2016-03-02",21361
"4067","1058",4.79,2176,"2016-03-02",15185
"4068","1059",6.3,3569,"2016-03-02",7768
"4069","106",7.72,3273,"2016-03-02",11438
"4070","1060",4.19,3848,"2016-03-02",22972
"4071","1061",8.08,3285,"2016-03-02",13988
"4072","1062",6.22,2485,"2016-03-02",2449
"4073","1063",5.28,3129,"2016-03-02",21693
"4074","1064",7.17,3267,"2016-03-02",12965
"4075","1065",6.4,3208,"2016-03-02",877
"4076","1066",4.53,2183,"2016-03-02",6980
"4077","1067",5.86,3153,"2016-03-02",10492
"4078","1068",7.76,2320,"2016-03-02",15239
"4079","1069",6.35,3083,"2016-03-02",8716
"4080","107",2.21,2261,"2016-03-02",6352
"4081","1070",9.72,2151,"2016-03-02",5353
"4082","1071",6.03,2447,"2016-03-02",19738
"4083","1072",12.35,2165,"2016-03-02",14907
"4084","1073",4.72,3482,"2016-03-02",22651
"4085","1074",12.88,2683,"2016-03-02",13291
"4086","1075",2.26,3049,"2016-03-02",1058
"4087","1076",4.46,3760,"2016-03-02",14326
"4088","1077",12.76,3034,"2016-03-02",2356
"4089","1078",6.45,3100,"2016-03-02",21233
"4090","1079",8.08,2784,"2016-03-02",19157
"4091","108",5.49,3155,"2016-03-02",13746
"4092","1080",8.82,2310,"2016-03-02",17930
"4093","1081",3.87,3404,"2016-03-02",4123
"4094","1082",0.72,3136,"2016-03-02",284
"4095","1083",9.9,3892,"2016-03-02",15471
"4096","1084",3.4,1553,"2016-03-02",15530
"4097","1085",2.34,3188,"2016-03-02",21546
"4098","1086",10.17,3524,"2016-03-02",5067
"4099","1087",4.04,3262,"2016-03-02",13730
"4100","1088",8.04,2707,"2016-03-02",11338
"4101","1089",4.82,3473,"2016-03-02",7662
"4102","109",2.63,2535,"2016-03-02",23327
"4103","1090",7.7,2810,"2016-03-02",14059
"4104","1091",4.99,2600,"2016-03-02",21042
"4105","1092",8.4,2527,"2016-03-02",9991
"4106","1093",7.12,2205,"2016-03-02",14777
"4107","1094",5.1,2769,"2016-03-02",12899
"4108","1095",1.19,1856,"2016-03-02",9679
"4109","1096",6.44,2780,"2016-03-02",1352
"4110","1097",3.03,2917,"2016-03-02",11313
"4111","1098",2.7,2656,"2016-03-02",6435
"4112","1099",10.7,2146,"2016-03-02",8236
"4113","11",9.13,2738,"2016-03-02",23302
"4114","110",5.36,2110,"2016-03-02",9602
"4115","1100",8.85,2742,"2016-03-02",4112
"4116","1101",9.27,3020,"2016-03-02",13786
"4117","1102",6.49,2281,"2016-03-02",14750
"4118","1103",9.67,2900,"2016-03-02",12274
"4119","1104",5.09,3131,"2016-03-02",23620
"4120","1105",3.97,2814,"2016-03-02",4273
"4121","1106",3.29,2140,"2016-03-02",4083
"4122","1107",11.23,2973,"2016-03-02",4720
"4123","1108",6.87,2178,"2016-03-02",13128
"4124","1109",7.88,1854,"2016-03-02",22978
"4125","111",3.18,2178,"2016-03-02",9902
"4126","1110",2.38,3269,"2016-03-02",20492
"4127","1111",4.98,1840,"2016-03-02",4041
"4128","1112",3.26,2236,"2016-03-02",21878
"4129","1113",3.31,3141,"2016-03-02",9706
"4130","1114",5.38,3570,"2016-03-02",5335
"4131","1115",7.19,3199,"2016-03-02",16608
"4132","1116",3.85,3535,"2016-03-02",4675
"4133","1117",3.24,2770,"2016-03-02",14586
"4134","1118",6.56,3418,"2016-03-02",18138
"4135","1119",7.2,3193,"2016-03-02",372
"4136","112",8.32,3497,"2016-03-02",6410
"4137","1120",7.83,3012,"2016-03-02",19424
"4138","1121",7.27,3487,"2016-03-02",12063
"4139","1122",8.19,2010,"2016-03-02",19051
"4140","1123",8.58,3353,"2016-03-02",21085
"4141","1124",10.83,2060,"2016-03-02",7651
"4142","1125",10.76,2868,"2016-03-02",9988
"4143","1126",6.33,3264,"2016-03-02",19003
"4144","1127",9.19,2819,"2016-03-02",21014
"4145","1128",5.08,3816,"2016-03-02",6202
"4146","1129",9.92,2803,"2016-03-02",14569
"4147","113",3.09,2443,"2016-03-02",8393
"4148","1130",5.62,3057,"2016-03-02",1173
"4149","1131",7.79,2582,"2016-03-02",11279
"4150","1132",10.15,2654,"2016-03-02",18665
"4151","1133",8.99,2617,"2016-03-02",1593
"4152","1134",2.27,2520,"2016-03-02",13782
"4153","1135",6.51,2848,"2016-03-02",10341
"4154","1136",11.2,2981,"2016-03-02",2779
"4155","1137",3.72,3241,"2016-03-02",16627
"4156","1138",5.79,2910,"2016-03-02",69
"4157","1139",5.33,2819,"2016-03-02",18108
"4158","114",6.48,3010,"2016-03-02",13623
"4159","1140",9.27,2377,"2016-03-02",21218
"4160","1141",3.31,2802,"2016-03-02",9301
"4161","1142",6.46,2818,"2016-03-02",20776
"4162","1143",7.42,2937,"2016-03-02",6861
"4163","1144",6.64,2328,"2016-03-02",19665
"4164","1145",5.28,2600,"2016-03-02",18549
"4165","1146",7.65,2452,"2016-03-02",17781
"4166","1147",9.56,3028,"2016-03-02",4985
"4167","1148",6.85,2936,"2016-03-02",9355
"4168","1149",7.31,2746,"2016-03-02",583
"4169","115",4.74,2993,"2016-03-02",13079
"4170","1150",2.79,2830,"2016-03-02",5438
"4171","1151",5.29,2296,"2016-03-02",17965
"4172","1152",8,2589,"2016-03-02",8067
"4173","1153",9.38,2322,"2016-03-02",10958
"4174","1154",8.52,3287,"2016-03-02",6796
"4175","1155",6.58,2446,"2016-03-02",20677
"4176","1156",3.66,2718,"2016-03-02",21179
"4177","1157",8.48,2145,"2016-03-02",6670
"4178","1158",5.82,1804,"2016-03-02",8651
"4179","1159",9.61,3841,"2016-03-02",12714
"4180","116",9.92,3433,"2016-03-02",3
"4181","1160",0.22,1831,"2016-03-02",13510
"4182","1161",8.34,2705,"2016-03-02",23718
"4183","1162",2.37,3297,"2016-03-02",9609
"4184","1163",7.57,1984,"2016-03-02",7073
"4185","1164",5.35,3029,"2016-03-02",14434
"4186","1165",3.71,2976,"2016-03-02",14981
"4187","1166",10.25,1721,"2016-03-02",13777
"4188","1167",0.93,2747,"2016-03-02",6396
"4189","1168",7.77,2464,"2016-03-02",17103
"4190","1169",5.87,3545,"2016-03-02",3228
"4191","117",9.36,2589,"2016-03-02",10382
"4192","1170",1.87,3160,"2016-03-02",19201
"4193","1171",2.32,1927,"2016-03-02",20811
"4194","1172",4.98,1976,"2016-03-02",12128
"4195","1173",7.18,3579,"2016-03-02",2550
"4196","1174",8.94,3619,"2016-03-02",18430
"4197","1175",8.75,3496,"2016-03-02",6683
"4198","1176",2.66,2980,"2016-03-02",9254
"4199","1177",3.3,3709,"2016-03-02",3461
"4200","1178",6.74,2462,"2016-03-02",15263
"4201","1179",3.64,2459,"2016-03-02",9656
"4202","118",6.39,3092,"2016-03-02",5030
"4203","1180",3.9,2138,"2016-03-02",15076
"4204","1181",6.46,2812,"2016-03-02",12009
"4205","1182",9.28,2663,"2016-03-02",3701
"4206","1183",8.69,2181,"2016-03-02",3242
"4207","1184",6.36,2605,"2016-03-02",1549
"4208","1185",8.37,1916,"2016-03-02",408
"4209","1186",9.84,2652,"2016-03-02",9483
"4210","1187",10.75,2392,"2016-03-02",2869
"4211","1188",7.05,1907,"2016-03-02",10940
"4212","1189",2.46,3219,"2016-03-02",3080
"4213","119",8.46,3570,"2016-03-02",8203
"4214","1190",5.04,3031,"2016-03-02",14357
"4215","1191",7.56,2902,"2016-03-02",20758
"4216","1192",2.28,3045,"2016-03-02",6193
"4217","1193",10.47,2923,"2016-03-02",10310
"4218","1194",7.78,2906,"2016-03-02",4110
"4219","1195",5.58,1979,"2016-03-02",3195
"4220","1196",8.32,2754,"2016-03-02",6771
"4221","1197",1.57,2469,"2016-03-02",19281
"4222","1198",2.62,3081,"2016-03-02",23931
"4223","1199",5.25,3068,"2016-03-02",16043
"4224","12",5.95,2504,"2016-03-02",2244
"4225","120",5.51,3703,"2016-03-02",22542
"4226","1200",2.44,2826,"2016-03-02",5457
"4227","1201",4.28,2970,"2016-03-02",11857
"4228","1202",6.33,3441,"2016-03-02",7418
"4229","1203",8.83,2666,"2016-03-02",470
"4230","1204",5.93,2044,"2016-03-02",1118
"4231","1205",6.09,2426,"2016-03-02",6644
"4232","1206",7.93,2077,"2016-03-02",11970
"4233","1207",6.13,2772,"2016-03-02",4365
"4234","1208",2.96,3286,"2016-03-02",6223
"4235","1209",4.09,2933,"2016-03-02",7741
"4236","121",5.51,2263,"2016-03-02",9242
"4237","1210",5.06,2539,"2016-03-02",2336
"4238","1211",1.33,1904,"2016-03-02",9050
"4239","1212",8.19,2544,"2016-03-02",6467
"4240","1213",7.55,1993,"2016-03-02",4471
"4241","1214",9.38,2520,"2016-03-02",19375
"4242","1215",3.89,2943,"2016-03-02",2764
"4243","1216",3.53,2579,"2016-03-02",2745
"4244","1217",5.54,3110,"2016-03-02",1473
"4245","1218",3.51,2438,"2016-03-02",18939
"4246","1219",8.72,1751,"2016-03-02",19460
"4247","122",6.62,2751,"2016-03-02",19923
"4248","1220",0.36,2597,"2016-03-02",2302
"4249","1221",4.25,3052,"2016-03-02",11182
"4250","1222",4.28,1861,"2016-03-02",19778
"4251","1223",3.21,3616,"2016-03-02",16404
"4252","1224",3.55,2996,"2016-03-02",15084
"4253","1225",9.3,2781,"2016-03-02",22439
"4254","1226",7.14,2821,"2016-03-02",21174
"4255","1227",3.73,2821,"2016-03-02",7319
"4256","1228",5.14,3033,"2016-03-02",2701
"4257","1229",9.29,3350,"2016-03-02",22981
"4258","123",9.87,2399,"2016-03-02",1547
"4259","1230",6.92,2165,"2016-03-02",11366
"4260","1231",9.74,2612,"2016-03-02",20207
"4261","1232",3.44,3212,"2016-03-02",3854
"4262","1233",6.46,2392,"2016-03-02",2848
"4263","1234",6.02,3043,"2016-03-02",12175
"4264","1235",5.75,3493,"2016-03-02",5838
"4265","1236",7.31,2214,"2016-03-02",23587
"4266","1237",4.32,1763,"2016-03-02",3580
"4267","1238",5.11,2720,"2016-03-02",4448
"4268","1239",4.52,3295,"2016-03-02",2934
"4269","124",5.91,2841,"2016-03-02",6621
"4270","1240",4.85,2642,"2016-03-02",19567
"4271","1241",8.52,2362,"2016-03-02",16413
"4272","1242",10.05,2950,"2016-03-02",869
"4273","1243",3.75,2915,"2016-03-02",13131
"4274","1244",3.84,3426,"2016-03-02",22948
"4275","1245",8.13,1919,"2016-03-02",17289
"4276","1246",9.58,3051,"2016-03-02",13162
"4277","1247",5.89,2883,"2016-03-02",7094
"4278","1248",7.76,3320,"2016-03-02",12717
"4279","1249",1.78,2137,"2016-03-02",12277
"4280","125",5.74,1755,"2016-03-02",17152
"4281","1250",7.29,3503,"2016-03-02",14411
"4282","1251",6.25,2174,"2016-03-02",10767
"4283","1252",4.44,3518,"2016-03-02",14581
"4284","1253",1.37,2889,"2016-03-02",4030
"4285","1254",11.98,3393,"2016-03-02",16277
"4286","1255",11.66,2358,"2016-03-02",4144
"4287","1256",6.35,3085,"2016-03-02",5879
"4288","1257",1.64,2727,"2016-03-02",9129
"4289","1258",7.92,3186,"2016-03-02",19332
"4290","1259",0.88,3238,"2016-03-02",566
"4291","126",6.68,2561,"2016-03-02",2582
"4292","1260",8.81,3621,"2016-03-02",6691
"4293","1261",7.61,1947,"2016-03-02",22505
"4294","1262",7.39,2838,"2016-03-02",18968
"4295","1263",7.23,3726,"2016-03-02",2571
"4296","1264",9.8,2668,"2016-03-02",15934
"4297","1265",4.05,3180,"2016-03-02",14589
"4298","1266",2.02,3001,"2016-03-02",22839
"4299","1267",8.12,3683,"2016-03-02",2306
"4300","1268",7.68,3689,"2016-03-02",7990
"4301","1269",2.3,2665,"2016-03-02",4949
"4302","127",7.64,2640,"2016-03-02",11990
"4303","1270",1.72,3098,"2016-03-02",18621
"4304","1271",11.48,2703,"2016-03-02",12756
"4305","1272",5.75,2817,"2016-03-02",21388
"4306","1273",1.22,3289,"2016-03-02",16617
"4307","1274",3.53,1914,"2016-03-02",7523
"4308","1275",5.37,3268,"2016-03-02",8620
"4309","1276",0.87,3599,"2016-03-02",10769
"4310","1277",7.21,3390,"2016-03-02",20592
"4311","1278",5.48,2693,"2016-03-02",6903
"4312","1279",6.79,2476,"2016-03-02",22920
"4313","128",8.59,3756,"2016-03-02",11051
